episode,step,position,velocity,action
1,1,-0.52845573,-0.0014721404,-0.9983507394790649
1,2,-0.5313881,-0.0029323744,-0.9977732300758362
1,3,-0.5357604,-0.004372275,-0.9988769292831421
1,4,-0.54154146,-0.005781083,-1.0104337930679321
1,5,-0.5486859,-0.0071444646,-0.9985913634300232
1,6,-0.55714136,-0.008455434,-0.9992966651916504
1,7,-0.5668441,-0.00970274,-0.9989678859710693
1,8,-0.57772344,-0.010879309,-1.0007646083831787
1,9,-0.5896986,-0.011975155,-1.0099458694458008
1,10,-0.60267866,-0.012980034,-0.998256504535675
1,11,-0.61656946,-0.013890776,-0.9988625645637512
1,12,-0.63127196,-0.014702501,-1.000640630722046
1,13,-0.64667916,-0.015407214,-0.9988608956336975
1,14,-0.66268295,-0.01600381,-0.9992433786392212
1,15,-0.67917365,-0.016490685,-1.001509666442871
1,16,-0.6960381,-0.016864456,-0.9991200566291809
1,17,-0.7131319,-0.017093774,-0.9771305322647095
1,18,-0.7303772,-0.017245281,-0.9984258413314819
1,19,-0.7476692,-0.017292012,-1.0002135038375854
1,20,-0.7649021,-0.017232912,-0.9984636306762695
1,21,-0.7819792,-0.017077114,-1.01119863986969
1,22,-0.79880446,-0.016825236,-0.9984427690505981
1,23,-0.81529045,-0.01648601,-0.9987924695014954
1,24,-0.8313513,-0.016060848,-0.9958783984184265
1,25,-0.8469182,-0.015566921,-1.000040888786316
1,26,-0.861923,-0.015004765,-1.0002853870391846
1,27,-0.8763041,-0.0143811,-1.0008692741394043
1,28,-0.89000636,-0.013702256,-0.9998248815536499
1,29,-0.9029719,-0.012965568,-0.9936328530311584
1,30,-0.9151632,-0.012191275,-0.9968820810317993
1,31,-0.92654604,-0.011382832,-0.9986570477485657
1,32,-0.93708974,-0.0105436845,-0.9992455840110779
1,33,-0.9467686,-0.009678841,-1.0177305936813354
1,34,-0.95555794,-0.008789382,-0.9986199736595154
1,35,-0.9634388,-0.007880857,-0.9983954429626465
1,36,-0.9703932,-0.0069543696,-0.9966682195663452
1,37,-0.9764026,-0.0060093785,-0.9926261305809021
1,38,-0.9814677,-0.005065169,-0.9997454285621643
1,39,-0.98558134,-0.0041136164,-1.0002793073654175
1,40,-0.98873585,-0.0031545265,-0.9988802075386047
1,41,-0.99092567,-0.0021898095,-0.9979544281959534
1,42,-0.99214935,-0.0012236921,-0.9988958239555359
1,43,-0.99240404,-0.0002547153,-0.9980064630508423
1,44,-0.9916925,0.0007115845,-1.0015472173690796
1,45,-0.990012,0.0016804807,-0.9976831674575806
1,46,-0.9873495,0.0026624922,-0.9875259399414062
1,47,-0.980827,0.0065225344,0.9334861040115356
1,48,-0.970367,0.010459952,0.9912075400352478
